,Country.of.Origin,Country.of.OriginR,Region.Name,RegionR,Processing.Method,Processing.MethodR,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,altitude_mean_meters
0,Ethiopia,0,Africa,0,Washed / Wet,0,8.67,8.83,8.67,8.75,8.5,8.42,10.0,10.0,10.0,8.75,90.58,2075.0
1,Ethiopia,0,Africa,0,Washed / Wet,0,8.75,8.67,8.5,8.58,8.42,8.42,10.0,10.0,10.0,8.58,89.92,2075.0
3,Ethiopia,0,Africa,0,Natural / Dry,1,8.17,8.58,8.42,8.42,8.5,8.25,10.0,10.0,10.0,8.67,89.0,2000.0
4,Ethiopia,0,Africa,0,Washed / Wet,0,8.25,8.5,8.25,8.5,8.42,8.33,10.0,10.0,10.0,8.58,88.83,2075.0
9,Ethiopia,0,Africa,0,Natural / Dry,1,8.08,8.58,8.5,8.5,7.67,8.42,10.0,10.0,10.0,8.5,88.25,1822.5
10,Ethiopia,0,Africa,0,Natural / Dry,1,8.17,8.67,8.25,8.5,7.75,8.17,10.0,10.0,10.0,8.58,88.08,1905.0
11,Colombia,1,South America,3,Washed / Wet,0,8.25,8.42,8.17,8.33,8.08,8.17,10.0,10.0,10.0,8.5,87.92,1872.0
12,Colombia,1,South America,3,Washed / Wet,0,8.08,8.67,8.33,8.42,8.0,8.08,10.0,10.0,10.0,8.33,87.92,1943.0
15,Colombia,1,South America,3,Washed / Wet,0,8.0,8.5,8.58,8.17,8.17,8.0,10.0,10.0,10.0,8.17,87.58,2080.0
18,China,2,Asia,2,Washed / Wet,0,8.42,8.25,8.08,8.17,7.92,8.0,10.0,10.0,10.0,8.42,87.25,1450.0
19,Ethiopia,0,Africa,0,Natural / Dry,1,8.17,8.17,8.0,8.17,8.08,8.33,10.0,10.0,10.0,8.33,87.25,1850.0
20,Colombia,1,South America,3,Washed / Wet,0,8.0,8.25,8.08,8.5,8.25,8.0,10.0,10.0,10.0,8.17,87.25,2019.0
21,Costa Rica,3,Central America,1,Washed / Wet,0,8.08,8.25,8.0,8.17,8.0,8.33,10.0,10.0,10.0,8.33,87.17,1300.0
22,Mexico,4,Mexico,4,Washed / Wet,0,8.17,8.25,8.17,8.0,7.83,8.17,10.0,10.0,10.0,8.58,87.17,1320.0
23,Colombia,1,South America,3,Washed / Wet,0,8.25,8.33,8.17,8.17,7.83,8.17,10.0,10.0,10.0,8.17,87.08,2112.0
25,Brazil,5,South America,3,Natural / Dry,1,8.5,8.5,8.0,8.0,8.0,8.0,10.0,10.0,10.0,7.92,86.92,1250.0
27,Uganda,6,Africa,0,Washed / Wet,0,8.42,8.17,8.17,8.17,7.83,7.92,10.0,10.0,10.0,8.17,86.83,1950.0
29,Taiwan,7,Asia,2,Pulped natural / honey,2,8.0,8.0,8.0,8.25,8.0,8.17,10.0,10.0,10.0,8.17,86.58,1200.0
32,Brazil,5,South America,3,Natural / Dry,1,8.5,8.17,8.0,7.75,8.0,8.0,10.0,10.0,10.0,8.0,86.42,1300.0
33,Costa Rica,3,Central America,1,Washed / Wet,0,8.17,7.83,8.0,8.08,7.83,8.0,10.0,10.0,10.0,8.42,86.33,1300.0
34,Ethiopia,0,Africa,0,Natural / Dry,1,8.0,8.08,7.92,8.0,8.08,8.08,10.0,10.0,10.0,8.08,86.25,1775.0
35,Kenya,8,Africa,0,Washed / Wet,0,8.08,8.0,8.0,8.25,7.92,7.92,10.0,10.0,10.0,8.08,86.25,1800.0
39,Colombia,1,South America,3,Washed / Wet,0,7.67,8.17,8.0,8.0,8.17,8.08,10.0,10.0,10.0,8.08,86.17,1941.0
40,Thailand,9,Asia,2,Washed / Wet,0,7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,10.0,8.42,86.17,1300.0
43,Taiwan,7,Asia,2,Semi-washed / Semi-pulped,3,8.08,8.17,7.75,8.08,7.75,7.83,10.0,10.0,10.0,8.42,86.08,1000.0
44,Kenya,8,Africa,0,Natural / Dry,1,8.08,8.08,8.0,8.0,7.83,8.08,10.0,10.0,10.0,8.0,86.08,1754.0
45,Brazil,5,South America,3,Semi-washed / Semi-pulped,3,8.33,8.0,8.0,8.0,7.75,8.0,10.0,10.0,10.0,8.0,86.08,1250.0
47,Colombia,1,South America,3,Washed / Wet,0,7.75,7.92,7.83,8.08,8.08,8.17,10.0,10.0,10.0,8.17,86.0,1200.0
48,Kenya,8,Africa,0,Washed / Wet,0,7.92,8.17,7.83,8.5,7.5,7.92,10.0,10.0,10.0,8.17,86.0,1860.0
49,Uganda,6,Africa,0,Washed / Wet,0,8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,10.0,7.92,86.0,1650.0
53,Uganda,6,Africa,0,Natural / Dry,1,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,8.0,85.92,1650.0
54,Colombia,1,South America,3,Washed / Wet,0,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,7.92,85.92,1800.0
55,Panama,10,Central America,1,Washed / Wet,0,8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,8.0,85.83,1600.0
56,Ethiopia,0,Africa,0,Washed / Wet,0,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,8.0,85.83,1900.0
57,Guatemala,11,Central America,1,Washed / Wet,0,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,8.0,85.83,1524.0
58,Guatemala,11,Central America,1,Washed / Wet,0,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,8.0,85.83,1417.32
61,Papua New Guinea,12,Asia,2,Washed / Wet,0,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,7.92,85.75,1700.0
62,El Salvador,13,Central America,1,Washed / Wet,0,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,8.0,85.58,1500.0
63,El Salvador,13,Central America,1,Semi-washed / Semi-pulped,3,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,10.0,7.92,85.58,1350.0
65,Panama,10,Central America,1,Natural / Dry,1,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,7.83,85.5,1680.0
66,Kenya,8,Africa,0,Natural / Dry,1,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,8.0,85.5,1900.0
67,Ethiopia,0,Africa,0,Natural / Dry,1,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,8.0,85.5,1900.0
68,Uganda,6,Africa,0,Washed / Wet,0,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,85.5,1600.0
69,Guatemala,11,Central America,1,Washed / Wet,0,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,85.5,1731.264
70,Ethiopia,0,Africa,0,Washed / Wet,0,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,85.42,1900.0
71,Uganda,6,Africa,0,Washed / Wet,0,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,85.42,1950.0
73,Brazil,5,South America,3,Semi-washed / Semi-pulped,3,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,85.42,1250.0
75,China,2,Asia,2,Natural / Dry,1,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,85.33,1700.0
76,Guatemala,11,Central America,1,Natural / Dry,1,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,85.33,1770.0
77,Costa Rica,3,Central America,1,Washed / Wet,0,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,1300.0
78,Costa Rica,3,Central America,1,Washed / Wet,0,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,1300.0
79,Kenya,8,Africa,0,Washed / Wet,0,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,1600.0
80,Kenya,8,Africa,0,Washed / Wet,0,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,1200.0
84,Colombia,1,South America,3,Washed / Wet,0,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,1550.0
85,Colombia,1,South America,3,Natural / Dry,1,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,1550.0
86,Indonesia,14,Asia,2,Semi-washed / Semi-pulped,3,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,1325.0
87,Guatemala,11,Central America,1,Washed / Wet,0,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,1400.0
89,Colombia,1,South America,3,Natural / Dry,1,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,2560.0
90,Ethiopia,0,Africa,0,Natural / Dry,1,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,85.08,1700.0
92,Colombia,1,South America,3,Natural / Dry,1,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,2136.0
96,Uganda,6,Africa,0,Washed / Wet,0,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,1800.0
98,Costa Rica,3,Central America,1,Washed / Wet,0,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,1900.0
99,Mexico,4,Mexico,4,Washed / Wet,0,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,1300.0
100,Kenya,8,Africa,0,Washed / Wet,0,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,1.0
101,Kenya,8,Africa,0,Washed / Wet,0,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,1580.0
102,Brazil,5,South America,3,Natural / Dry,1,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,1100.0
107,Colombia,1,South America,3,Washed / Wet,0,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,1775.0
108,Taiwan,7,Asia,2,Semi-washed / Semi-pulped,3,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,800.0
109,"Tanzania, United Republic Of",15,Africa,0,Washed / Wet,0,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,1620.0
110,Colombia,1,South America,3,Washed / Wet,0,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,1775.0
111,Mexico,4,Mexico,4,Semi-washed / Semi-pulped,3,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,1200.0
112,Brazil,5,South America,3,Natural / Dry,1,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,1200.0
113,Brazil,5,South America,3,Natural / Dry,1,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,1000.0
115,Taiwan,7,Asia,2,Natural / Dry,1,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,350.0
116,Uganda,6,Africa,0,Natural / Dry,1,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,1650.0
121,Kenya,8,Africa,0,Washed / Wet,0,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,1800.0
122,Honduras,16,Central America,1,Washed / Wet,0,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,1450.0
125,El Salvador,13,Central America,1,Washed / Wet,0,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,1350.0
126,Indonesia,14,Asia,2,Washed / Wet,0,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,1200.0
127,Japan,17,Asia,2,Pulped natural / honey,2,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,170.0
128,Costa Rica,3,Central America,1,Washed / Wet,0,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,1150.0
129,Guatemala,11,Central America,1,Washed / Wet,0,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,84.67,1600.0
130,Costa Rica,3,Central America,1,Washed / Wet,0,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,1750.0
131,Ethiopia,0,Africa,0,Washed / Wet,0,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,1900.0
132,Costa Rica,3,Central America,1,Other,4,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,1750.0
133,Costa Rica,3,Central America,1,Washed / Wet,0,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,1200.0
135,Taiwan,7,Asia,2,Washed / Wet,0,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,1000.0
136,Colombia,1,South America,3,Washed / Wet,0,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,1550.0
137,Kenya,8,Africa,0,Washed / Wet,0,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,84.67,2000.0
138,Guatemala,11,Central America,1,Washed / Wet,0,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,84.67,1310.64
139,Guatemala,11,Central America,1,Washed / Wet,0,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,8.0,84.67,1524.0
140,Mexico,4,Mexico,4,Washed / Wet,0,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,1200.0
141,Uganda,6,Africa,0,Washed / Wet,0,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,1775.0
144,Kenya,8,Africa,0,Washed / Wet,0,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,1754.0
145,Colombia,1,South America,3,Washed / Wet,0,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,8.08,84.58,1500.0
147,Kenya,8,Africa,0,Washed / Wet,0,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,1800.0
148,Guatemala,11,Central America,1,Washed / Wet,0,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,84.58,1524.0
149,Guatemala,11,Central America,1,Washed / Wet,0,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,84.58,1219.2
150,Colombia,1,South America,3,Washed / Wet,0,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,84.58,1550.0
151,Colombia,1,South America,3,Washed / Wet,0,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,7.92,84.58,1750.0
153,Colombia,1,South America,3,Washed / Wet,0,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,84.58,1750.0
154,Costa Rica,3,Central America,1,Semi-washed / Semi-pulped,3,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,1575.0
155,Colombia,1,South America,3,Washed / Wet,0,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,1800.0
156,Brazil,5,South America,3,Semi-washed / Semi-pulped,3,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,1300.0
157,Brazil,5,South America,3,Semi-washed / Semi-pulped,3,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,1100.0
158,Costa Rica,3,Central America,1,Washed / Wet,0,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,1200.0
159,Uganda,6,Africa,0,Washed / Wet,0,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,1750.0
160,China,2,Asia,2,Washed / Wet,0,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,84.5,1680.0
161,Costa Rica,3,Central America,1,Washed / Wet,0,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,1700.0
162,Colombia,1,South America,3,Washed / Wet,0,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,1800.0
163,China,2,Asia,2,Washed / Wet,0,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,7.92,84.5,1100.0
164,Guatemala,11,Central America,1,Washed / Wet,0,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.5,1310.64
165,Kenya,8,Africa,0,Washed / Wet,0,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.5,2000.0
166,Mexico,4,Mexico,4,Washed / Wet,0,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.5,1350.0
167,Mexico,4,Mexico,4,Washed / Wet,0,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,84.5,1500.0
171,Costa Rica,3,Central America,1,Washed / Wet,0,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,1300.0
172,Indonesia,14,Asia,2,Other,4,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,84.42,1400.0
174,Colombia,1,South America,3,Washed / Wet,0,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.42,1775.0
175,Taiwan,7,Asia,2,Washed / Wet,0,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,84.42,1200.0
177,Mexico,4,Mexico,4,Washed / Wet,0,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,84.42,900.0
179,Kenya,8,Africa,0,Washed / Wet,0,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,1800.0
182,Honduras,16,Central America,1,Washed / Wet,0,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,1500.0
184,Colombia,1,South America,3,Natural / Dry,1,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,7.33,84.33,442.0
185,Colombia,1,South America,3,Washed / Wet,0,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,8.17,84.33,1800.0
186,Mexico,4,Mexico,4,Washed / Wet,0,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,7.83,84.33,1700.0
191,Taiwan,7,Asia,2,Washed / Wet,0,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,1000.0
192,Thailand,9,Asia,2,Natural / Dry,1,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,1200.0
193,Colombia,1,South America,3,Natural / Dry,1,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,7.83,84.25,2560.0
194,Guatemala,11,Central America,1,Washed / Wet,0,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,7.75,84.25,1500.0
195,Guatemala,11,Central America,1,Washed / Wet,0,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25,1099.4136
196,China,2,Asia,2,Natural / Dry,1,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.25,1400.0
197,Colombia,1,South America,3,Washed / Wet,0,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25,1775.0
198,Colombia,1,South America,3,Washed / Wet,0,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,7.75,84.25,1775.0
199,Colombia,1,South America,3,Washed / Wet,0,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,7.83,84.25,1800.0
200,Colombia,1,South America,3,Natural / Dry,1,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,7.83,84.25,442.0
201,"Tanzania, United Republic Of",15,Africa,0,Washed / Wet,0,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,1620.0
202,"Tanzania, United Republic Of",15,Africa,0,Washed / Wet,0,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,1600.0
203,Guatemala,11,Central America,1,Other,4,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,7.83,84.25,1219.2
204,Colombia,1,South America,3,Washed / Wet,0,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.25,1700.0
206,Mexico,4,Mexico,4,Semi-washed / Semi-pulped,3,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,7.75,84.25,1450.0
207,Mexico,4,Mexico,4,Washed / Wet,0,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,7.75,84.25,1170.0
208,Mexico,4,Mexico,4,Washed / Wet,0,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,7.83,84.25,1400.0
209,Uganda,6,Africa,0,Natural / Dry,1,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,84.25,1700.0
210,Guatemala,11,Central America,1,Washed / Wet,0,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,7.75,84.17,1700.0
212,Costa Rica,3,Central America,1,Washed / Wet,0,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17,1700.0
213,Guatemala,11,Central America,1,Washed / Wet,0,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,7.58,84.17,1116.7872
214,Guatemala,11,Central America,1,Washed / Wet,0,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,84.17,1565.0
215,Guatemala,11,Central America,1,Washed / Wet,0,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.83,84.17,3280.0
216,Colombia,1,South America,3,Washed / Wet,0,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,7.67,84.17,1775.0
